rep_id,n,tau,rho,p,fun,time
55,8192,0,0,4,d-a-c,0.048599999999999
55,8192,0,0,6,d-a-c,0.0919999999999959
55,8192,0,0,8,d-a-c,0.0680000000000007
55,8192,0,0,10,d-a-c,0.111400000000003
55,8192,0,0,2,brute force,0.343999999999994
55,8192,0,0,10,brute force,0.468999999999994
56,8192,0,0,2,Knight (original),0.00182000000000016
56,8192,0,0,2,Knight (extended),0.0033499999999998
56,8192,0,0,2,d-a-c,0.0123999999999967
56,8192,0,0,4,d-a-c,0.0490000000000009
56,8192,0,0,6,d-a-c,0.0935999999999979
56,8192,0,0,8,d-a-c,0.0696000000000026
56,8192,0,0,10,d-a-c,0.112
56,8192,0,0,2,brute force,0.344000000000023
56,8192,0,0,10,brute force,0.47199999999998
57,8192,0,0,2,Knight (original),0.00184999999999974
57,8192,0,0,2,Knight (extended),0.00332999999999998
57,8192,0,0,2,d-a-c,0.0120000000000005
57,8192,0,0,4,d-a-c,0.0488
57,8192,0,0,6,d-a-c,0.0930000000000007
57,8192,0,0,8,d-a-c,0.0692000000000007
57,8192,0,0,10,d-a-c,0.112599999999998
57,8192,0,0,2,brute force,0.348000000000013
57,8192,0,0,10,brute force,0.47399999999999
58,8192,0,0,2,Knight (original),0.00181999999999988
58,8192,0,0,2,Knight (extended),0.00330999999999989
58,8192,0,0,2,d-a-c,0.0122000000000014
58,8192,0,0,4,d-a-c,0.0486000000000047
58,8192,0,0,6,d-a-c,0.0928000000000054
58,8192,0,0,8,d-a-c,0.0677999999999997
58,8192,0,0,10,d-a-c,0.111000000000001
58,8192,0,0,2,brute force,0.341000000000008
58,8192,0,0,10,brute force,0.465000000000003
59,8192,0,0,2,Knight (original),0.00182999999999993
59,8192,0,0,2,Knight (extended),0.00329999999999984
59,8192,0,0,2,d-a-c,0.0122000000000014
59,8192,0,0,4,d-a-c,0.0490000000000009
59,8192,0,0,6,d-a-c,0.0920000000000016
59,8192,0,0,8,d-a-c,0.0685999999999979
59,8192,0,0,10,d-a-c,0.1108
59,8192,0,0,2,brute force,0.342000000000013
59,8192,0,0,10,brute force,0.474999999999994
60,8192,0,0,2,Knight (original),0.00185000000000002
60,8192,0,0,2,Knight (extended),0.00331000000000017
60,8192,0,0,2,d-a-c,0.0122000000000014
60,8192,0,0,4,d-a-c,0.048399999999998
60,8192,0,0,6,d-a-c,0.0921999999999969
60,8192,0,0,8,d-a-c,0.0682000000000016
60,8192,0,0,10,d-a-c,0.110000000000002
60,8192,0,0,2,brute force,0.342999999999989
60,8192,0,0,10,brute force,0.466000000000008
61,8192,0,0,2,Knight (original),0.00180000000000007
61,8192,0,0,2,Knight (extended),0.00330000000000013
61,8192,0,0,2,d-a-c,0.0124000000000024
61,8192,0,0,4,d-a-c,0.0484000000000037
61,8192,0,0,6,d-a-c,0.0927999999999997
61,8192,0,0,8,d-a-c,0.0684000000000026
61,8192,0,0,10,d-a-c,0.111399999999998
61,8192,0,0,2,brute force,0.346000000000004
61,8192,0,0,10,brute force,0.467000000000013
62,8192,0,0,2,Knight (original),0.00179999999999978
62,8192,0,0,2,Knight (extended),0.00338000000000022
